Location,temperature,humidity,ph,rainfall,N,P,K,label,price,Price_Date
Karur,29.80747243,52.13797867,5.191265116,95.74606104,66,15,149,mango,32,30-Sep-12
Karaikudi,34.16438906,54.16482251,4.954739564,98.33351125,59,?,160,mango,38,1-Oct-12
Kanniyakumari,28.93270187,47.94053996,5.664587011,99.9834242,126,57,195,mango,92,2-Oct-12
Kangayam,27.98392787,53.33018851,5.548584852,99.61465679,95,?,181,mango,245,3-Oct-12
Kancheepuram,31.20478173,54.49960506,6.804437106,94.62954663,53,13,95,mango,706,4-Oct-12
Kallakurichi,32.13409675,50.52559148,6.097869767,98.63333684,?,?,104,mango,869,5-Oct-12
Kalasapakkam,28.91862016,48.13974548,5.075504537,97.01331604,126,79,160,mango,1238,6-Oct-12
Kadayanallur,31.09779147,47.41196659,4.546466109,90.28624348,94,25,174,mango,1155,7-Oct-12
K. V. Kuppam,34.73823882,49.08864345,5.855119268,90.65022183,113,25,194,mango,1242,8-Oct-12
Jolarpet,29.98080499,49.48613279,6.442393461,91.82271568,113,?,198,mango,1093,9-Oct-12
Jayankondam,33.80398664,46.12866113,4.507523551,90.82549241,124,23,184,mango,989,10-Oct-12
Hosur,30.07202564,50.96040505,6.10729559,92.09609766,69,11,174,mango,862,11-Oct-12
Harur,27.92063282,51.77965917,6.47544932,100.2585673,91,19,169,mango,1048,12-Oct-12
Harbour,31.40948821,49.21729127,6.832979509,92.99739415,59,8,?,mango,1138,13-Oct-12
Gummidipoondi,35.7877738,51.94190321,5.395275719,100.2160615,59,10,171,mango,1033,14-Oct-12
Gudiyattam,33.36140093,45.02236377,6.13526938,98.81596545,113,19,118,mango,1042,15-Oct-12
Gudalur,35.96054636,48.69677802,4.555688532,98.00644238,51,9,99,mango,1240,16-Oct-12
Gobichettipalayam,28.33333307,51.39586505,6.434197756,91.67241761,65,9,119,mango,1130,17-Oct-12
Gingee,32.27652024,50.19368841,5.316875978,95.99487068,121,25,81,mango,1143,18-Oct-12
Gangavalli,31.99490489,50.84881347,5.279388967,97.38741498,54,7,113,mango,1434,19-Oct-12
Gandharvakottai,27.58258929,48.56916221,6.720041791,95.8445641,65,58,126,mango,428,20-Oct-12
Erode (West),29.38471637,45.88744691,5.72742254,100.8124659,95,7,194,mango,10,21-Oct-12
Erode (East),32.38697531,53.2328243,4.691396195,90.21633216,71,63,165,mango,6,22-Oct-12
Egmore,30.91471455,49.92963856,6.810186079,90.14047759,85,21,139,mango,2,23-Oct-12
Edapadi,35.37775595,45.58110023,6.454045329,97.41586402,113,25,175,mango,27,24-Oct-12
Dr. Radhakrishnan Nagar,32.32362177,52.5896771,5.842763773,93.36718816,76,10,103,mango,22,25-Oct-12
Dindigul,28.22373428,47.40519056,5.024124684,97.76832322,60,10,154,mango,52,26-Oct-12
Dharmapuri,27.27433181,47.16808054,6.422710539,95.257992,55,13,58,mango,363,27-Oct-12
Dharapuram,27.10710832,50.70880979,4.94295037,92.37238878,109,19,108,mango,665,28-Oct-12
Cumbum,34.89226666,48.75613373,6.414526606,91.63074547,100,18,198,mango,935,29-Oct-12
Cuddalore,33.7462686,48.50387598,6.777788126,92.26439205,108,?,169,mango,1313,30-Oct-12
Coonoor,27.3511056,54.43945147,6.441328044,96.27792547,84,16,200,mango,1242,31-Oct-12
Colachal,32.89300162,52.61323969,4.650536197,94.49161372,129,23,200,mango,1026,1-Nov-12
Coimbatore North,35.38598705,51.42664176,5.254532213,90.29643888,113,22,200,mango,1014,2-Nov-12
Coimbatore (South),27.5529736,47.90859131,5.910634533,90.40332704,76,11,113,mango,1108,3-Nov-12
Chidambaram,32.82141065,47.45553843,4.755273631,90.89173106,103,10,169,mango,1249,4-Nov-12
Cheyyur,30.17294105,51.0845903,6.814630246,95.23444287,66,9,176,mango,1070,5-Nov-12
Cheyyar,29.26382931,54.82257868,5.342866119,100.7586226,113,23,149,mango,1422,6-Nov-12
Chepauk-Thiruvallikeni,32.06097197,51.08494181,6.336234624,96.59816497,95,15,191,mango,1251,7-Nov-12
Chengam,28.69818144,47.71875722,4.754435025,99.642454,118,19,199,mango,1384,8-Nov-12
Chengalpattu,29.14305008,49.40983294,6.831706773,97.55155537,118,15,195,mango,1334,9-Nov-12
Bodinayakanur,28.3471611,53.53903102,6.967417766,90.40260445,84,10,198,mango,1391,10-Nov-12
Bhuvanagiri,27.67256197,45.41692012,4.947683034,92.84991507,91,?,194,mango,1600,11-Nov-12
Bhavanisagar,28.1218093,46.16888595,5.630619901,93.30247448,51,9,194,mango,1483,12-Nov-12
Bhavani,30.79375683,46.69536813,6.27339822,92.21318555,98,?,160,mango,258,13-Nov-12
Bargur,28.89409382,54.80750249,6.472774648,94.76322976,103,13,194,mango,13,14-Nov-12
Avanashi,33.33024826,45.61143594,6.953246506,98.28583013,55,8,198,mango,2,15-Nov-12
Avadi,27.78912455,53.96886679,5.643710216,91.01152997,113,?,149,mango,3,16-Nov-12
Attur,31.65333432,48.20662669,6.392313973,91.09745581,51,10,199,mango,15,17-Nov-12
Athoor,29.75150773,46.73723302,4.981816523,91.405983,64,13,171,mango,18,18-Nov-12
Aruppukkottai,31.32995611,50.22287593,5.421265283,89.78216168,65,25,194,mango,25,19-Nov-12
Ariyalur,35.63627319,48.97047762,6.942520105,97.51952041,84,10,195,mango,247,20-Nov-12
Arcot,31.66524687,51.98594645,5.435840509,89.98024312,94,8,155,mango,600,21-Nov-12
Aravakurichi,32.26935342,53.56092806,5.870116071,95.94035356,108,23,185,mango,1031,22-Nov-12
Aranthangi,27.81005614,51.59445462,4.74910393,95.89898581,75,25,198,mango,1249,23-Nov-12
Arani,34.58561471,50.34035336,5.497946899,100.3060719,109,16,185,mango,1045,24-Nov-12
Arakkonam,31.27180992,52.23810152,6.811291098,89.74409017,113,13,169,mango,1210,25-Nov-12
Anthiyur,33.93679864,52.72170281,6.460542749,97.4611918,94,8,169,mango,1147,26-Nov-12
Anna Nagar,31.09154239,47.02058367,4.791146778,91.46664318,75,9,185,mango,1135,27-Nov-12
Andipatti,31.89356292,49.02450149,6.4841522,89.59371481,75,13,194,mango,1026,28-Nov-12
Anaikattu,32.45465292,50.69693751,6.526654345,95.04871605,124,8,143,mango,1120,29-Nov-12
Ambur,35.47478322,47.97230503,6.279133738,97.79072474,101,36,165,mango,1151,30-Nov-12
Ambattur,27.32961444,49.30347234,6.052026047,93.53197359,73,11,154,mango,908,1-Dec-12
Ambasamudram,30.90225239,49.95955487,5.73171945,91.77522598,97,75,144,mango,1010,2-Dec-12
Alangulam,29.09382275,45.5661059,5.32307197,96.23520043,113,21,155,mango,780,3-Dec-12
Alangudi,30.02086169,46.78393776,4.66910839,96.63721027,75,9,108,mango,935,4-Dec-12
Alandur,34.13072188,51.25786185,5.101206389,96.38808001,84,9,?,mango,860,5-Dec-12
Yercaud,33.44619894,53.05980465,5.339556562,98.05089394,104,23,106,mango,561,6-Dec-12
Vriddhachalam,35.3915464,52.48823147,5.061081874,91.22881052,125,28,?,mango,150,7-Dec-12
Virugambakkam,31.53356352,53.06009323,5.821106036,98.57025046,103,13,159,mango,13,8-Dec-12
Virudhunagar,30.7645515,47.93791463,5.956027059,90.38503469,63,9,159,mango,11,9-Dec-12
Viralimalai,30.01821337,50.0983181,5.676032581,96.08745082,54,10,159,mango,15,10-Dec-12
Villupuram,31.32863689,47.59319575,6.524114355,94.67344737,103,20,170,mango,13,11-Dec-12
Villivakkam,33.88004781,54.39416048,6.273953676,89.29147581,103,15,169,mango,11,12-Dec-12
Vilavancode,28.07802689,54.9640534,6.128167757,97.45373619,103,?,166,mango,6,13-Dec-12
Vilathikulam,35.53845018,52.94641947,4.934964765,91.54560427,74,10,179,mango,128,14-Dec-12
Vikravandi,28.70595247,50.44030129,5.445008416,95.8946444,85,21,184,mango,144,15-Dec-12
Veppanahalli,31.48451729,48.77926304,4.525722333,93.17221967,79,10,154,mango,402,16-Dec-12
Vellore,27.69819273,51.41593238,5.403908328,100.7720705,95,9,198,mango,612,17-Dec-12
Velachery,30.41235793,52.48100602,6.621623545,93.92375879,113,14,190,mango,448,18-Dec-12
Veerapandi,32.17752026,54.01352682,6.207495815,91.88766069,76,9,151,mango,477,19-Dec-12
Vedasandur,32.6112614,47.74916499,5.418475257,91.10190759,51,9,169,mango,417,20-Dec-12
Vedaranyam,27.57826922,94.11878202,6.776533055,28.08253201,55,9,150,muskmelon,476,21-Dec-12
Vasudevanallur,27.82054812,93.03555162,6.528404378,26.32405487,113,13,183,muskmelon,542,22-Dec-12
Vanur,29.09910406,94.22237826,6.750145572,22.52497327,110,12,183,muskmelon,514,23-Dec-12
Vaniyambadi,28.04943594,90.83130708,6.562832807,20.76223014,71,14,103,muskmelon,386,24-Dec-12
Vandavasi,29.91690582,94.55695552,6.117530021,28.16057247,53,6,191,muskmelon,422,25-Dec-12
Valparai,29.86895762,93.25103208,6.076459669,26.26243014,109,13,181,muskmelon,295,26-Dec-12
Uthiramerur,29.17220859,92.21405224,6.293486295,21.30290472,98,21,179,muskmelon,316,27-Dec-12
Uthangarai,29.24908541,90.06998135,6.069171847,25.93496537,69,12,?,muskmelon,401,28-Dec-12
Usilampatti,27.76317235,90.35567642,6.740983646,25.21609113,50,9,103,muskmelon,416,29-Dec-12
Ulundurpettai,28.82629037,94.26765349,6.201797639,26.23838511,59,8,160,muskmelon,353,30-Dec-12
Udumalaipettai,28.52379742,92.09688432,6.041027474,29.86681385,110,10,155,muskmelon,98,31-Dec-12
Udhagamandalam,29.06785065,90.97685539,6.019372459,29.1194739,98,14,113,muskmelon,6,1-Jan-13
Tittakudi,29.08417927,90.73891887,6.704104127,25.33014238,113,13,193,muskmelon,13,2-Jan-13
Tiruvannamalai,28.47090661,94.79453182,6.494251024,21.08484101,98,7,144,muskmelon,7,3-Jan-13
Tiruvaikuntam,28.27973674,90.38971208,6.224535449,21.58992507,55,9,103,muskmelon,27,4-Jan-13
Tiruvadanai,28.47212559,91.21322065,6.160414414,20.88620369,95,13,160,muskmelon,17,5-Jan-13
Tiruttani,29.68846716,94.30111601,6.168757984,26.83924845,99,21,110,muskmelon,15,6-Jan-13
Tiruppur (South),27.02415146,91.66737633,6.085444691,21.26034986,94,23,174,muskmelon,85,7-Jan-13
Tiruppur (North),29.09588297,94.16748386,6.159050816,26.70581328,?,23,150,muskmelon,285,8-Jan-13
"Tiruppattur, Sivaganga",29.69238699,92.58862544,6.606033244,29.1102594,69,13,164,muskmelon,430,9-Jan-13
"Tirupattur, Vellore",28.20619412,92.86798698,6.447662945,28.78654515,74,9,187,muskmelon,758,10-Jan-13
Tirunelveli,29.05248036,93.92217834,6.105909623,23.66620626,94,9,122,muskmelon,641,11-Jan-13
Tirumangalam,29.57240298,93.61870344,6.559763394,27.56918621,113,?,191,muskmelon,822,12-Jan-13
Tirukkoyilur,29.10968327,92.43510994,6.14410903,27.95602304,69,?,194,muskmelon,871,13-Jan-13
Tiruchuli,28.20480805,92.91440379,6.099662369,20.36001144,103,15,144,muskmelon,865,14-Jan-13
Tiruchirappalli (West),29.11858526,92.12543021,6.413927319,24.52020164,98,23,160,muskmelon,1035,15-Jan-13
Tiruchirappalli (East),29.62800691,90.10051615,6.075144116,23.69586761,77,11,166,muskmelon,1304,16-Jan-13
Tiruchengodu,29.81196601,90.36881284,6.123802502,22.68766503,126,11,175,muskmelon,1305,17-Jan-13
Tiruchendur,27.72338349,90.93897939,6.698468621,22.81863447,65,7,198,muskmelon,1328,18-Jan-13
Tindivanam,29.26092798,92.92367701,6.088885814,28.70627683,103,10,169,muskmelon,1440,19-Jan-13
Thuraiyur,29.72791119,94.29753295,6.367800632,26.52364146,69,14,154,muskmelon,1488,20-Jan-13
Thousand Lights,28.91105641,90.78413842,6.425930938,23.44398467,54,?,162,muskmelon,1768,21-Jan-13
Thoothukudi,28.96361426,93.88482153,6.469983276,23.56130173,104,23,176,muskmelon,1661,22-Jan-13
Thondamuthur,28.59052369,91.33617236,6.094016338,29.44008034,54,13,124,muskmelon,1268,23-Jan-13
Thiruvottiyur,27.33897716,90.69759008,6.150090899,28.69113835,65,10,144,muskmelon,580,24-Jan-13
Thiruvidaimarudur,29.90415889,90.75284363,6.646962425,25.37828397,103,11,150,muskmelon,7,25-Jan-13
Thiruverumbur,27.42711692,90.02696201,6.379690748,21.7508774,108,6,169,muskmelon,2,26-Jan-13
Thiruvarur,29.55657523,90.70937262,6.732834334,28.36535596,85,10,171,muskmelon,5,27-Jan-13
Thiruvallur,29.84070774,93.76312893,6.126019932,23.28207838,103,21,198,muskmelon,10,28-Jan-13
Thiruvaiyaru,28.53545677,91.72742702,6.161123579,25.1290048,103,?,165,muskmelon,32,29-Jan-13
Thiruthuraipoondi,27.11535046,94.86907886,6.442810053,26.51924782,111,?,165,muskmelon,72,30-Jan-13
Thiruporur,27.84492803,91.60666594,6.732049075,26.47844429,85,9,159,muskmelon,684,31-Jan-13
Thiruparankundram,29.03157242,91.82172592,6.243673725,24.93861254,85,7,144,muskmelon,1180,1-Feb-13
Thirumayam,27.82424457,90.56698742,6.266208727,21.19014526,71,10,149,muskmelon,1747,2-Feb-13
Thiru. Vi. Ka. Nagar,27.72653142,92.00687531,6.350623739,20.21126747,60,13,194,muskmelon,1683,3-Feb-13
Thanjavur,28.69708334,94.30759855,6.002927293,22.21807088,79,13,195,muskmelon,1548,4-Feb-13
Thalli,29.73019662,90.97015715,6.342573112,20.49035619,99,10,126,muskmelon,1461,5-Feb-13
Tenkasi,29.54097171,92.91778307,6.163921248,21.9653077,99,10,136,muskmelon,1152,6-Feb-13
Tambaram,28.80311922,91.78336933,6.121745389,25.16359891,126,18,105,muskmelon,1500,7-Feb-13
T. Nagar,27.29035669,90.53330091,6.130160473,23.49535234,108,7,195,muskmelon,1327,8-Feb-13
Sulur,27.46583649,94.87679041,6.440584681,27.27899847,98,7,154,muskmelon,1387,9-Feb-13
Srivilliputhur,29.49401389,94.72981338,6.185053234,26.30820876,74,9,198,muskmelon,1392,10-Feb-13
Srirangam,27.79161808,92.51054946,6.157724816,26.85422624,118,25,164,muskmelon,1307,11-Feb-13
Sriperumbudur,29.12533739,91.52291141,6.776987974,21.90440445,98,7,179,muskmelon,1531,12-Feb-13
Sivakasi,27.93114233,93.56161439,6.431970877,20.66127836,125,24,199,muskmelon,1338,13-Feb-13
Sivaganga,29.45771748,92.12534736,6.708743843,20.76212031,69,10,155,muskmelon,1436,14-Feb-13
Sirkazhi,27.96872279,92.17444796,6.010739645,28.94766949,92,7,110,muskmelon,1612,15-Feb-13
Singanallur,29.48882958,91.07574233,6.365956658,26.01909355,99,14,162,muskmelon,1260,16-Feb-13
Sholingur,29.47156259,90.77069618,6.668382766,28.75226067,107,13,173,muskmelon,364,17-Feb-13
Sholinganallur,27.0767265,90.14362622,6.74669542,24.4514648,?,21,199,muskmelon,21,18-Feb-13
Sholavandan,27.30008597,90.80015308,6.031665834,25.09484511,75,13,191,muskmelon,1,19-Feb-13
Senthamangalam,29.82729394,90.79007335,6.40077205,22.84203589,98,18,154,muskmelon,4,20-Feb-13
Sattur,29.93061247,93.22980899,6.448792689,24.34814338,66,18,130,muskmelon,19,21-Feb-13
Sankarapuram,29.94349168,93.90741192,6.251420275,20.39020503,103,18,160,muskmelon,61,22-Feb-13
Sankarankovil,28.03306461,91.47355778,6.274452811,21.17924769,107,13,163,muskmelon,398,23-Feb-13
Sankagiri,29.8843055,94.0371147,6.135996372,21.0000988,121,23,199,muskmelon,955,24-Feb-13
Salem (West),27.7058373,92.91185695,6.194090172,22.06207161,109,19,103,muskmelon,1399,25-Feb-13
Salem (South),29.78714005,94.65343534,6.327822962,27.8659442,113,18,198,muskmelon,1390,26-Feb-13
Salem (North),28.57819995,92.86597437,6.212567211,27.5987178,?,33,103,muskmelon,1524,27-Feb-13
Saidapet,29.48069921,90.33698678,6.640470863,26.0365768,94,7,169,muskmelon,1180,28-Feb-13
Royapuram,27.51492243,94.96218673,6.685553129,21.01796432,69,10,164,muskmelon,1088,1-Mar-13
Rishivandiyam,28.05457761,94.81637388,6.327210469,21.84869328,87,21,176,muskmelon,1342,2-Mar-13
Rasipuram,29.03167341,93.12603235,6.35544263,24.15591199,103,25,194,muskmelon,1317,3-Mar-13
Ranipet,28.5854649,91.89216849,6.085682344,26.88372572,66,9,168,muskmelon,1331,4-Mar-13
Ramanathapuram,27.08808014,93.42402083,6.781050373,25.32159689,94,25,194,muskmelon,1377,5-Mar-13
Rajapalayam,27.99611732,90.84660317,6.630301421,21.61893763,113,?,175,muskmelon,1140,6-Mar-13
Radhapuram,27.87317436,91.14849627,6.484799661,24.05207925,91,9,191,muskmelon,1384,7-Mar-13
Pudukkottai,28.96586565,90.71832938,6.566759102,22.25838137,64,16,124,muskmelon,1136,8-Mar-13
Poonamallee,28.87726019,92.48839665,6.170520518,24.44267592,74,9,169,muskmelon,1629,9-Mar-13
Poompuhar,29.17052093,94.19790371,6.012480351,22.06994464,74,10,180,muskmelon,1423,10-Mar-13
Ponneri,29.34033587,90.01506395,6.541150335,21.44532907,98,18,171,muskmelon,1241,11-Mar-13
Polur,29.07265321,91.91533173,6.341400922,28.83568362,69,9,180,muskmelon,268,12-Mar-13
Pollachi,28.68275966,92.50969311,6.150686364,29.11187663,84,9,154,muskmelon,11,13-Mar-13
Perundurai,28.92705913,91.39356832,6.438008153,23.20076686,84,9,169,muskmelon,2,14-Mar-13
Periyakulam,27.99901833,91.64193051,6.547041903,23.28618248,66,15,195,muskmelon,3,15-Mar-13
Peravurani,27.59350075,91.79742953,6.399891457,24.84266123,98,10,154,muskmelon,6,16-Mar-13
Perambur,29.87331077,90.60932469,6.186770318,24.69720481,64,?,194,muskmelon,30,17-Mar-13
Perambalur,28.55852465,90.45773041,6.159020864,27.26588346,95,7,103,muskmelon,128,18-Mar-13
Pennagaram,29.19378695,91.46241065,6.660954816,26.48240255,95,10,190,muskmelon,469,19-Mar-13
Pattukkottai,27.98780984,92.78226196,6.504906979,27.14509034,98,21,177,muskmelon,1027,20-Mar-13
Paramathi Velur,28.05380704,91.81758779,6.706053225,20.76582087,84,?,135,muskmelon,1277,21-Mar-13
Paramakudi,27.3506296,94.2911951,6.067665498,27.21244021,98,10,138,muskmelon,1468,22-Mar-13
Pappireddippatti,29.34081108,94.5513539,6.419083092,28.22908103,89,54,138,muskmelon,1372,23-Mar-13
Papanasam,28.61475136,94.22253035,6.39637861,28.98574189,64,8,180,muskmelon,1149,24-Mar-13
Panruti,27.04863538,91.34685096,6.375923383,25.08146686,105,?,118,muskmelon,1142,25-Mar-13
Pallavaram,29.5275305,94.57459443,6.700337732,21.13545688,96,16,103,muskmelon,1378,26-Mar-13
Palladam,28.50416396,93.46806467,6.565312653,24.20007242,71,9,172,muskmelon,1050,27-Mar-13
Palayamkottai,28.89578588,94.78993038,6.286515359,23.0362503,99,15,?,muskmelon,1067,28-Mar-13
Palani,27.04927452,91.3821731,6.448061578,23.65747461,85,14,103,muskmelon,1169,29-Mar-13
Palacode,28.96017885,91.69532178,6.585872508,24.7458198,119,7,198,muskmelon,1339,30-Mar-13
Padmanabhapuram,15.78144173,92.51077745,6.354006744,119.035002,60,9,165,orange,1244,31-Mar-13
Ottapidaram,26.03097313,91.50819306,7.511755068,101.2847738,100,15,166,orange,1119,1-Apr-13
Orathanadu,13.36050601,91.35608208,7.335158382,111.2266885,71,9,146,orange,1188,2-Apr-13
Omalur,18.87957654,92.04304496,7.813916603,114.6659511,113,?,108,orange,1255,3-Apr-13
Oddanchatram,29.47741671,91.57802915,7.129136941,111.1727497,64,15,179,orange,1408,4-Apr-13
Nominated (Anglo-Indian community,28.06903173,92.91487288,6.079998496,114.1339416,64,13,104,orange,827,5-Apr-13
Nilakottai,25.66901098,92.04670813,7.408939392,112.5424199,103,21,197,orange,47,6-Apr-13
Neyveli,29.77149434,92.00719952,7.207991261,114.4161786,51,9,155,orange,5,7-Apr-13
Natham,30.55472573,90.90343769,7.189259647,106.0711985,103,?,103,orange,2,8-Apr-13
Nannilam,23.96147583,90.26408017,7.365338111,102.6958703,79,6,181,orange,7,9-Apr-13
Nanguneri,23.98289638,91.5473145,7.455991072,118.4901697,107,19,194,orange,28,10-Apr-13
Namakkal,25.26052689,90.31153735,6.822282114,117.3695296,103,41,194,orange,61,11-Apr-13
Nagercoil,31.08368929,90.14362642,7.028746406,109.6894658,108,23,184,orange,407,12-Apr-13
Nagapattinam,14.78003032,91.22062116,6.118430299,100.1961762,65,15,185,orange,671,13-Apr-13
Mylapore,26.56608303,94.45239715,6.285312759,116.3796525,99,?,179,orange,1307,14-Apr-13
Musiri,24.85903405,94.39000473,6.559236744,111.7803734,104,19,161,orange,1457,15-Apr-13
Mudhukulathur,34.51465139,93.63812684,7.163245982,103.5684926,61,11,198,orange,1384,16-Apr-13
Modakkurichi,24.12188673,90.72351622,6.945562889,102.835632,103,?,191,orange,1196,17-Apr-13
Mettur,23.85340379,90.10522549,7.474710503,103.923226,125,19,138,orange,1061,18-Apr-13
Mettupalayam,24.60297538,91.28408653,7.601189843,111.2948115,?,19,192,orange,1339,19-Apr-13
Melur,15.63211033,94.25966183,7.561143224,101.4705704,59,10,183,orange,1228,20-Apr-13
Mayiladuthurai,19.33516809,91.97978938,6.361671475,116.450422,74,7,184,orange,1304,21-Apr-13
Mannargudi,28.2620488,91.98317355,6.929216014,105.2132259,63,16,165,orange,1421,22-Apr-13
Manapaarai,22.67594476,93.36348717,7.477935216,110.3332655,109,18,103,orange,1522,23-Apr-13
Manamadurai,21.03200078,92.9641969,7.684420446,110.6823944,106,21,179,orange,1466,24-Apr-13
Manachanallur,33.23453301,91.06053924,7.825531916,115.7659902,99,19,195,orange,1252,25-Apr-13
Mailam,22.30318989,92.15987039,6.438668989,117.3688104,74,14,180,orange,1587,26-Apr-13
Maduravoyal,11.50322938,94.8933184,6.946354724,115.5683776,119,?,184,orange,1590,27-Apr-13
Maduranthakam,14.34320488,94.35734702,7.994465371,110.2223123,99,25,184,orange,1389,28-Apr-13
Madurai West,33.1056981,93.48447453,7.434118807,119.1709113,68,?,103,orange,145,29-Apr-13
Madurai South,30.49183837,90.4582865,7.781988584,113.3302105,113,9,146,orange,7,30-Apr-13
Madurai North,30.25578031,92.03272799,6.052318465,116.7173125,69,15,160,orange,8,1-May-13
Madurai East,12.22816189,90.26457428,7.106650373,108.4161706,65,10,175,orange,3,2-May-13
Madurai Central,10.01081312,90.22399223,6.22094286,119.3941064,74,?,194,orange,23,3-May-13
Madavaram,22.79196751,90.60901895,6.420457311,116.5084074,68,13,133,orange,35,4-May-13
Madathukulam,20.18432263,90.65458473,6.969249676,116.8130969,121,35,194,orange,49,5-May-13
Lalgudi,30.72119881,94.01331956,6.011302181,106.8118019,99,10,295,orange,275,6-May-13
